gene_family,representative,num_genomes
GF_00000,GCA_003609755.1|BBD53839.1,119
GF_02076,GCF_038630775.1|WP_015221061.1,78
GF_02077,GCF_038630775.1|WP_342596877.1,46
GF_02078,GCF_040371545.1|WP_353291104.1,47
GF_02079,GCF_040371545.1|WP_353291310.1,42
GF_02080,GCF_040371545.1|WP_353291775.1,53
GF_02081,GCF_040371545.1|WP_353291794.1,52
GF_02082,GCF_040371545.1|WP_353291829.1,47
GF_02083,GCF_040371545.1|WP_353291892.1,65
GF_02084,GCF_040371545.1|WP_353292128.1,92
GF_02085,GCF_040371545.1|WP_353292257.1,91
GF_02086,GCF_040371545.1|WP_353292295.1,49
GF_02087,GCF_040371545.1|WP_353292303.1,147
GF_02088,GCF_040371545.1|WP_353292340.1,73
GF_02089,GCF_040371545.1|WP_353292559.1,52
GF_02090,GCF_040371545.1|WP_353292679.1,141
GF_02091,GCF_040371545.1|WP_353292763.1,48
GF_02092,GCF_040371545.1|WP_353292773.1,162
GF_02093,GCF_040436315.1|WP_353671693.1,102
GF_02094,GCF_040436315.1|WP_353671702.1,50
GF_02095,GCF_040436315.1|WP_353671911.1,43
GF_02096,GCF_040436315.1|WP_353672004.1,47
GF_02097,GCF_040436315.1|WP_353672125.1,80
GF_02098,GCF_040436315.1|WP_353672954.1,51
GF_02099,GCF_040436315.1|WP_353673079.1,42
GF_02100,GCF_040436315.1|WP_353673197.1,57
GF_02101,GCF_040436315.1|WP_353673386.1,48
GF_02102,GCF_040436315.1|WP_353673477.1,45
GF_02103,GCF_040436315.1|WP_353674490.1,42
GF_02104,GCF_040436315.1|WP_353674648.1,142
GF_02105,GCF_040564635.1|WP_054464868.1,76
GF_02106,GCF_040564635.1|WP_054467679.1,105
GF_02107,GCF_040564635.1|WP_054470126.1,272
GF_02108,GCF_040564635.1|WP_082348915.1,42
GF_02109,GCF_040564635.1|WP_156332111.1,161
GF_02110,GCF_040564635.1|WP_197285241.1,86
GF_02111,GCF_041506625.1|WP_002743968.1,134
GF_02112,GCF_042465725.1|WP_193974120.1,67
GF_02113,GCF_042465725.1|WP_341733768.1,163
GF_02114,GCF_043099305.1|WP_016873473.1,54
GF_02115,GCF_043099305.1|WP_016873683.1,46
GF_02116,GCF_043099305.1|WP_016873703.1,82
GF_02117,GCF_043099305.1|WP_016874621.1,74
GF_02118,GCF_043099305.1|WP_016874839.1,148
GF_02119,GCF_043099305.1|WP_016875433.1,43
GF_02120,GCF_043099305.1|WP_016876021.1,46
GF_02121,GCF_043099305.1|WP_016876309.1,55
GF_02122,GCF_043099305.1|WP_016876458.1,67
GF_02123,GCF_043099305.1|WP_016876617.1,75
GF_02124,GCF_043099305.1|WP_016877092.1,50
GF_02125,GCF_043099305.1|WP_016877099.1,85
GF_02126,GCF_043099305.1|WP_016877824.1,84
GF_02127,GCF_043099305.1|WP_016877828.1,84
GF_02128,GCF_043099305.1|WP_016878556.1,40
GF_02129,GCF_043099305.1|WP_016878721.1,78
GF_02130,GCF_043099305.1|WP_016879615.1,52
GF_02131,GCF_043099305.1|WP_026087611.1,69
GF_02132,GCF_043099305.1|WP_071588439.1,87
GF_02133,GCF_043099315.1|WP_016872341.1,53
GF_02134,GCF_043099315.1|WP_016872734.1,81
GF_02135,GCF_043099315.1|WP_016873024.1,94
GF_02136,GCF_043099315.1|WP_016873369.1,45
GF_02137,GCF_043099315.1|WP_016873781.1,49
GF_02138,GCF_043099315.1|WP_016873933.1,51
GF_02139,GCF_043099315.1|WP_016874003.1,70
GF_02140,GCF_043099315.1|WP_016876229.1,83
GF_02141,GCF_043099315.1|WP_016876397.1,55
GF_02142,GCF_043099315.1|WP_016876884.1,53
GF_02143,GCF_043099315.1|WP_016876931.1,55
GF_02144,GCF_043099315.1|WP_016877782.1,46
GF_02145,GCF_043099315.1|WP_016877821.1,73
GF_02146,GCF_043099315.1|WP_016878232.1,42
GF_02147,GCF_043099315.1|WP_016878329.1,63
GF_02148,GCF_043099315.1|WP_016878563.1,59
GF_02149,GCF_043099315.1|WP_016878828.1,59
GF_02150,GCF_043099315.1|WP_016879089.1,72
GF_02151,GCF_043099315.1|WP_016879314.1,58
GF_02152,GCF_043099315.1|WP_026087333.1,83
GF_02153,GCF_043099725.1|WP_012411143.1,267
GF_02154,GCF_043099725.1|WP_190961242.1,41
GF_02155,GCF_043099725.1|WP_392477474.1,43
GF_02156,GCF_043099725.1|WP_392477731.1,67
GF_02157,GCF_043099725.1|WP_392478337.1,121
GF_02158,GCF_043099725.1|WP_392479981.1,47
GF_02159,GCF_043099725.1|WP_392481356.1,85
GF_02160,GCF_043099725.1|WP_392481519.1,42
GF_02161,GCF_043099725.1|WP_392482972.1,52
GF_02162,GCF_043099735.1|WP_015129703.1,308
GF_02163,GCF_043099735.1|WP_392530609.1,47
GF_02164,GCF_043099735.1|WP_392530662.1,68
GF_02165,GCF_043099735.1|WP_392530903.1,48
GF_02166,GCF_043099735.1|WP_392531462.1,120
GF_02167,GCF_043099735.1|WP_392531704.1,147
GF_02168,GCF_043099735.1|WP_392532034.1,56
GF_02169,GCF_043099735.1|WP_392533094.1,50
GF_02170,GCF_043099735.1|WP_392533108.1,46
GF_02171,GCF_043099735.1|WP_392533261.1,60
GF_02172,GCF_043099735.1|WP_392533383.1,80
GF_02173,GCF_043099735.1|WP_392533464.1,50
GF_02174,GCF_043099735.1|WP_392533778.1,58
GF_02175,GCF_043099735.1|WP_392533829.1,47
GF_02176,GCF_043099735.1|WP_392535432.1,84
GF_02177,GCF_044923475.1|WP_404783597.1,41
GF_02178,GCF_044923475.1|WP_404784124.1,60
GF_02179,GCF_044923475.1|WP_404784302.1,119
GF_02180,GCF_044923475.1|WP_404784311.1,66
GF_02181,GCF_044923475.1|WP_404784641.1,449
GF_02182,GCF_044923475.1|WP_404787439.1,41
GF_02183,GCF_044923475.1|WP_404790951.1,172
GF_02184,GCF_045345185.1|WP_015218606.1,72
GF_02185,GCF_046847935.1|WP_010871438.1,52
GF_02186,GCF_047275885.1|WP_413171149.1,79
GF_02187,GCF_047275885.1|WP_413171304.1,57
GF_02188,GCF_047275885.1|WP_413171881.1,83
GF_02189,GCF_047275885.1|WP_413172132.1,54
GF_02190,GCF_047275885.1|WP_413172231.1,66
GF_02191,GCF_047275885.1|WP_413172354.1,64
GF_02192,GCF_047275885.1|WP_413172385.1,58
GF_02193,GCF_047275885.1|WP_413172845.1,48
GF_02194,GCF_047275885.1|WP_413173114.1,48
GF_02195,GCF_047275885.1|WP_413173429.1,61
GF_02196,GCF_047275885.1|WP_413173476.1,57
GF_02197,GCF_047275885.1|WP_413173633.1,62
GF_02198,GCF_047275885.1|WP_413173844.1,64
GF_02199,GCF_047275885.1|WP_413174303.1,67
GF_02200,GCF_047275885.1|WP_413174439.1,41
GF_02201,GCF_047275885.1|WP_413174522.1,53
GF_02202,GCF_047275885.1|WP_413174672.1,77
GF_02203,GCF_047275885.1|WP_413174752.1,84
GF_02204,GCF_047275885.1|WP_413174774.1,84
GF_02205,GCF_047275885.1|WP_413174881.1,131
GF_02206,GCF_047275885.1|WP_413174898.1,129
GF_02207,GCF_047275885.1|WP_413175566.1,46
GF_02208,GCF_047275885.1|WP_413175711.1,41
GF_02209,GCF_047275885.1|WP_413175804.1,63
GF_02210,GCF_047275885.1|WP_413176024.1,42
GF_02211,GCF_047275885.1|WP_413176080.1,84
GF_02212,GCF_047276495.1|WP_413160138.1,136
GF_02213,GCF_047276495.1|WP_413161424.1,53
GF_02214,GCF_047276495.1|WP_413163040.1,52
GF_02215,GCF_047276495.1|WP_413163494.1,42
GF_02216,GCF_047276495.1|WP_413163818.1,127
GF_02217,GCF_047276495.1|WP_413168242.1,173
GF_02218,GCF_047302735.1|WP_048347771.1,50
GF_02219,GCF_047302735.1|WP_413430087.1,47
GF_02220,GCF_047302735.1|WP_413430207.1,60
GF_02221,GCF_047302745.1|WP_413390262.1,87
GF_02222,GCF_047302745.1|WP_413391580.1,146
GF_02223,GCF_047302755.1|WP_036913187.1,65
GF_02224,GCF_047302755.1|WP_193742217.1,50
GF_02225,GCF_047302765.1|WP_011124518.1,45
GF_02226,GCF_047302765.1|WP_011125822.1,101
GF_02227,GCF_047302765.1|WP_011125841.1,66
GF_02228,GCF_047302765.1|WP_011125854.1,117
GF_02229,GCF_047302785.1|WP_006042636.1,52
GF_02230,GCF_047302805.1|WP_036911159.1,106
GF_02231,GCF_047302865.1|WP_011827547.1,117
GF_02232,GCF_047302865.1|WP_413350112.1,161
GF_02233,GCF_047302905.1|WP_011125070.1,93
GF_02234,GCF_047302985.1|WP_011131109.1,147
GF_02235,GCF_047302985.1|WP_011131112.1,147
GF_02236,GCF_047302985.1|WP_011825410.1,41
GF_02237,GCF_047302985.1|WP_036912166.1,105
GF_02238,GCF_047302985.1|WP_036912325.1,51
GF_02239,GCF_047303025.1|WP_413440166.1,63
GF_02240,GCF_047303025.1|WP_413440213.1,137
GF_02241,GCF_047303025.1|WP_413440231.1,42
GF_02242,GCF_047303025.1|WP_413440521.1,41
GF_02243,GCF_047303025.1|WP_413440796.1,64
GF_02244,GCF_047303025.1|WP_413440799.1,52
GF_02245,GCF_047303025.1|WP_413440897.1,70
GF_02246,GCF_047303025.1|WP_413441131.1,69
GF_02247,GCF_047303025.1|WP_413441257.1,55
GF_02248,GCF_047303025.1|WP_413441403.1,131
GF_02249,GCF_047303025.1|WP_413441942.1,59
GF_02250,GCF_047303025.1|WP_413442071.1,103
GF_02251,GCF_047303025.1|WP_413442139.1,140
GF_02252,GCF_047303025.1|WP_413442199.1,70
GF_02253,GCF_047303025.1|WP_413442778.1,43
GF_02254,GCF_047303025.1|WP_413442919.1,43
GF_02255,GCF_047303025.1|WP_413442936.1,43
GF_02256,GCF_047303035.1|WP_413403919.1,67
GF_02257,GCF_047303035.1|WP_413404850.1,51
GF_02258,GCF_047303045.1|WP_067095305.1,90
GF_02259,GCF_047303045.1|WP_067097509.1,49
GF_02260,GCF_047303155.1|WP_063405904.1,89
GF_02261,GCF_047303155.1|WP_063406985.1,49
GF_02262,GCF_047303165.1|WP_063396743.1,136
GF_02263,GCF_047303165.1|WP_063420409.1,52
GF_02264,GCF_047303175.1|WP_036916605.1,55
GF_02265,GCF_047303175.1|WP_036919278.1,44
GF_02266,GCF_047303175.1|WP_036919474.1,127
GF_02267,GCF_047303175.1|WP_036919492.1,147
GF_02268,GCF_047303175.1|WP_036919629.1,147
GF_02269,GCF_047303175.1|WP_036919825.1,147
GF_02270,GCF_047303415.1|WP_063415604.1,147
GF_02271,GCF_047303415.1|WP_413358280.1,73
GF_02272,GCF_047303415.1|WP_413358493.1,73
GF_02273,GCF_047303495.1|WP_036913797.1,103
GF_02274,GCF_047303555.1|WP_011819167.1,141
GF_02275,GCF_047304065.1|WP_413401659.1,68
GF_02276,GCF_047304065.1|WP_413404995.1,72
GF_02277,GCF_047304175.1|WP_413323620.1,69
GF_02278,GCF_047304175.1|WP_413323761.1,68
GF_02279,GCF_047304175.1|WP_413324303.1,40
GF_02280,GCF_047304175.1|WP_413324337.1,41
GF_02281,GCF_047304175.1|WP_413326771.1,47
GF_02282,GCF_047304175.1|WP_413326832.1,49
GF_02283,GCF_047304175.1|WP_413327368.1,88
GF_02284,GCF_047304245.1|WP_011934869.1,90
GF_02285,GCF_047304245.1|WP_011935655.1,123
GF_02286,GCF_047304245.1|WP_413295737.1,85
GF_02287,GCF_047304245.1|WP_413296030.1,111
GF_02288,GCF_047304245.1|WP_413296062.1,42
GF_02289,GCF_047304245.1|WP_413296202.1,153
GF_02290,GCF_047304245.1|WP_413297254.1,65
GF_02291,GCF_047304245.1|WP_413297349.1,119
GF_02292,GCF_047304245.1|WP_413297759.1,51
GF_02293,GCF_047304245.1|WP_413297762.1,75
GF_02294,GCF_047304495.1|WP_011129603.1,125
GF_02295,GCF_047304495.1|WP_011826119.1,82
GF_02296,GCF_047304495.1|WP_063403060.1,46
GF_02297,GCF_047304495.1|WP_063403390.1,110
GF_02298,GCF_047304495.1|WP_063403673.1,65
GF_02299,GCF_047304505.1|WP_063406037.1,88
GF_02300,GCF_047304505.1|WP_063406837.1,89
GF_02301,GCF_047304515.1|WP_011825610.1,40
GF_02302,GCF_047304515.1|WP_063396936.1,75
GF_02303,GCF_047304535.1|WP_032518225.1,147
GF_02304,GCF_047304555.1|WP_066907761.1,60
GF_02305,GCF_047304555.1|WP_115126958.1,75
GF_02306,GCF_047304555.1|WP_186988801.1,46
GF_02307,GCF_047304555.1|WP_186989020.1,147
GF_02308,GCF_047304555.1|WP_186991100.1,43
GF_02309,GCF_047304605.1|WP_011124382.1,138
GF_02310,GCF_047304605.1|WP_011124390.1,43
GF_02311,GCF_047304605.1|WP_011124618.1,53
GF_02312,GCF_047304615.1|WP_036918209.1,51
GF_02313,GCF_047304615.1|WP_036918249.1,50
GF_02314,GCF_047304615.1|WP_036931477.1,52
GF_02315,GCF_047304625.1|WP_036916528.1,55
GF_02316,GCF_047304625.1|WP_036918512.1,59
GF_02317,GCF_047304625.1|WP_036919522.1,119
GF_02318,GCF_047304625.1|WP_036919572.1,133
GF_02319,GCF_047304675.1|WP_011295447.1,105
GF_02320,GCF_047304675.1|WP_036906091.1,73
GF_02321,GCF_047304675.1|WP_036907061.1,104
GF_02322,GCF_047304685.1|WP_011375787.1,44
GF_02323,GCF_047304685.1|WP_011375893.1,150
GF_02324,GCF_047304705.1|WP_066904825.1,75
GF_02325,GCF_047304705.1|WP_066904998.1,50
GF_02326,GCF_047304705.1|WP_115124893.1,71
GF_02327,GCF_047304705.1|WP_186990016.1,88
GF_02328,GCF_047304705.1|WP_186990478.1,51
GF_02329,GCF_047304715.1|WP_413404693.1,71
GF_02330,GCF_047304715.1|WP_413406519.1,108
GF_02331,GCF_047304715.1|WP_413747326.1,40
GF_02332,GCF_047304725.1|WP_115015753.1,295
GF_02333,GCF_047304725.1|WP_115118676.1,63
GF_02334,GCF_047304725.1|WP_115119782.1,41
GF_02335,GCF_047304725.1|WP_115120942.1,40
GF_02336,GCF_047304725.1|WP_413743907.1,101
GF_02337,GCF_047304725.1|WP_413744263.1,50
GF_02338,GCF_047304725.1|WP_413744460.1,51
GF_02339,GCF_047304725.1|WP_413744749.1,44
GF_02340,GCF_047304725.1|WP_413744786.1,212
GF_02341,GCF_047304725.1|WP_413744881.1,52
GF_02342,GCF_047304785.1|WP_063419793.1,74
GF_02343,GCF_047304785.1|WP_063419796.1,72
GF_02344,GCF_047304905.1|WP_063399917.1,70
GF_02345,GCF_047305065.1|WP_011862217.1,168
GF_02346,GCF_047305115.1|WP_011376303.1,48
GF_02347,GCF_047305125.1|WP_032522072.1,109
GF_02348,GCF_047305125.1|WP_032522520.1,51
GF_02349,GCF_047305135.1|WP_032514417.1,77
GF_02350,GCF_047305225.1|WP_011862567.1,147
GF_02351,GCF_047305235.1|WP_413391401.1,142
GF_02352,GCF_047497125.1|WP_011131859.1,58
GF_02353,GCF_047497125.1|WP_011132605.1,40
GF_02354,GCF_047497135.1|WP_066904178.1,100
GF_02355,GCF_047497135.1|WP_066905993.1,48
GF_02356,GCF_047497135.1|WP_066911887.1,44
GF_02357,GCF_047497135.1|WP_067327272.1,65
GF_02358,GCF_047497135.1|WP_074159298.1,50
GF_02359,GCF_047497135.1|WP_197461138.1,69
GF_02360,GCF_047649235.1|WP_017290024.1,63
GF_02361,GCF_047649235.1|WP_190649063.1,61
GF_02362,GCF_047716785.1|WP_006041963.1,147
GF_02363,GCF_047716785.1|WP_006042202.1,49
GF_02364,GCF_047716785.1|WP_038005324.1,52
GF_02365,GCF_047716785.1|WP_415408985.1,46
GF_02366,GCF_047716785.1|WP_415409091.1,65
GF_02367,GCF_047716785.1|WP_415410872.1,140
GF_02368,GCF_047716785.1|WP_415411218.1,43
GF_02369,GCF_047716815.1|WP_006043388.1,45
GF_02370,GCF_047947085.1|WP_011375837.1,71
GF_02371,GCF_048077055.1|WP_416665778.1,189
GF_02372,GCF_048077055.1|WP_416666486.1,52
GF_02373,GCF_048077055.1|WP_416670383.1,74
GF_02374,GCF_048077055.1|WP_416674765.1,42
GF_02375,GCF_048077055.1|WP_416676509.1,272
GF_02376,GCF_048077055.1|WP_416676624.1,74
GF_02377,GCF_048077055.1|WP_416676904.1,271
GF_02378,GCF_048568235.1|WP_010994863.1,86
GF_02379,GCF_048568235.1|WP_010995193.1,121
GF_02380,GCF_048568235.1|WP_010997124.1,63
GF_02381,GCF_048568235.1|WP_044522047.1,69
GF_02382,GCF_048568275.1|WP_010995516.1,53
GF_02383,GCF_048568275.1|WP_010997848.1,61
GF_02384,GCF_048568275.1|WP_010998083.1,42
GF_02385,GCF_048568275.1|WP_010999290.1,61
GF_02386,GCF_048568275.1|WP_044520897.1,59
GF_02387,GCF_048593405.1|WP_002751943.1,288
GF_02388,GCF_048593405.1|WP_123230847.1,52
GF_02389,GCF_048820285.1|WP_012265708.1,193
GF_02390,GCF_049200465.1|WP_421654391.1,269
GF_02391,GCF_049200465.1|WP_421654590.1,45
GF_02392,GCF_049200465.1|WP_421654703.1,68
GF_02393,GCF_049200465.1|WP_421655437.1,140
GF_02394,GCF_049200465.1|WP_421655497.1,54
GF_02395,GCF_049200465.1|WP_421655890.1,186
GF_02396,GCF_049200465.1|WP_421656371.1,97
GF_02397,GCF_049200465.1|WP_421657034.1,136
GF_02398,GCF_049200465.1|WP_421659408.1,41
GF_02399,GCF_049315035.1|WP_015213592.1,41
GF_02400,GCF_049315035.1|WP_015213747.1,45
GF_02401,GCF_049315035.1|WP_015214059.1,91
GF_02402,GCF_049315035.1|WP_015214459.1,78
GF_02403,GCF_049315035.1|WP_015214502.1,127
GF_02404,GCF_049315035.1|WP_015214527.1,45
GF_02405,GCF_049315035.1|WP_015214691.1,80
GF_02406,GCF_049315035.1|WP_015214781.1,115
GF_02407,GCF_049315035.1|WP_015215708.1,72
GF_02408,GCF_049315035.1|WP_015215709.1,61
GF_02409,GCF_049315035.1|WP_015215807.1,71
GF_02410,GCF_049315035.1|WP_015216285.1,52
GF_02411,GCF_049315035.1|WP_015217292.1,127
GF_02412,GCF_050235535.1|WP_082803712.1,186
GF_02413,GCF_050235535.1|WP_103135658.1,74
GF_02414,GCF_050235535.1|WP_103140195.1,94
GF_02415,GCF_050235535.1|WP_427157160.1,56
GF_02416,GCF_050235535.1|WP_427158341.1,66
GF_02417,GCF_050235535.1|WP_427158909.1,77
GF_02418,GCF_050235535.1|WP_427159185.1,73
GF_02419,GCF_050235535.1|WP_427159796.1,45
GF_02420,GCF_050235535.1|WP_427160694.1,47
GF_02421,GCF_050235535.1|WP_427160753.1,41
GF_02422,GCF_050235535.1|WP_427160844.1,54
GF_02423,GCF_050235535.1|WP_427160943.1,45
GF_02424,GCF_050235535.1|WP_427160972.1,70
GF_02425,GCF_050235535.1|WP_427161212.1,75
GF_02426,GCF_050235535.1|WP_427161220.1,57
GF_02427,GCF_050235535.1|WP_427161416.1,67
GF_02428,GCF_050235535.1|WP_427161544.1,42
GF_02429,GCF_050235535.1|WP_427161860.1,67
GF_02430,GCF_050235535.1|WP_427161973.1,40
GF_02431,GCF_050235535.1|WP_427162808.1,47
GF_02432,GCF_050235535.1|WP_427163032.1,73
GF_02433,GCF_050500235.1|WP_002755036.1,56
GF_02434,GCF_050500235.1|WP_271936380.1,45
GF_02435,GCF_050500255.1|WP_079209140.1,47
GF_02436,GCF_050563455.1|WP_007303076.1,45
GF_02437,GCF_050563455.1|WP_007303503.1,57
GF_02438,GCF_050563455.1|WP_007303647.1,48
GF_02439,GCF_050563455.1|WP_007303887.1,70
GF_02440,GCF_050563455.1|WP_007304433.1,121
GF_02441,GCF_050563455.1|WP_007304434.1,47
GF_02442,GCF_050563455.1|WP_007304632.1,66
GF_02443,GCF_050563455.1|WP_007306046.1,58
GF_02444,GCF_050563455.1|WP_007306215.1,290
GF_02445,GCF_050563455.1|WP_007306450.1,55
GF_02446,GCF_050563455.1|WP_007306453.1,64
GF_02447,GCF_050563455.1|WP_007307820.1,77
GF_02448,GCF_050563455.1|WP_007307830.1,60
GF_02449,GCF_050563455.1|WP_007308121.1,58
GF_02450,GCF_050920705.1|WP_185464576.1,51
GF_02451,GCF_050920705.1|WP_185464607.1,109
GF_02452,GCF_050920705.1|WP_185464733.1,82
GF_02453,GCF_050920705.1|WP_185464925.1,40
GF_02454,GCF_050920705.1|WP_185465121.1,41
GF_02455,GCF_050920705.1|WP_185465460.1,65
GF_02456,GCF_050920705.1|WP_185466551.1,85
GF_02457,GCF_050920705.1|WP_432785304.1,90
GF_02458,GCF_051131155.1|WP_126384375.1,447
GF_02459,GCF_051131155.1|WP_434685872.1,81
GF_02460,GCF_051131155.1|WP_434686291.1,43
GF_02461,GCF_051201415.1|WP_006275857.1,83
GF_02462,GCF_051201415.1|WP_057177073.1,79
GF_02463,GCF_051201415.1|WP_057178238.1,63
GF_02464,GCF_052692655.1|WP_322673636.1,106
GF_02465,GCF_052692655.1|WP_322697504.1,71
GF_02466,GCF_052692655.1|WP_445626299.1,77
GF_02467,GCF_052692655.1|WP_445626501.1,47
GF_02468,GCF_052692655.1|WP_445627201.1,52
GF_02469,GCF_052692655.1|WP_445628041.1,57
GF_02470,GCF_052692655.1|WP_445628769.1,45
GF_02471,GCF_052692655.1|WP_445629407.1,59
GF_02472,GCF_052692655.1|WP_445629696.1,45
GF_02473,GCF_052692655.1|WP_445629821.1,64
GF_02474,GCF_052692655.1|WP_445630129.1,46
GF_02475,GCF_052692655.1|WP_445630230.1,77
GF_02476,GCF_052692655.1|WP_445631990.1,81
GF_02477,GCF_052692665.1|WP_445633478.1,46
GF_02478,GCF_052692665.1|WP_445633767.1,50
GF_02479,GCF_052692665.1|WP_445633990.1,81
GF_02480,GCF_052692665.1|WP_445634734.1,42
GF_02481,GCF_052692665.1|WP_445634845.1,56
GF_02482,GCF_052692665.1|WP_445634876.1,49
GF_02483,GCF_052692665.1|WP_445635116.1,49
GF_02484,GCF_052692665.1|WP_445635568.1,40
GF_02485,GCF_052692665.1|WP_445635780.1,88
GF_02486,GCF_052692665.1|WP_445635871.1,59
GF_02487,GCF_052692665.1|WP_445636114.1,87
GF_02488,GCF_052692665.1|WP_445636168.1,85
GF_02489,GCF_052692665.1|WP_445636251.1,47
GF_02490,GCF_052692665.1|WP_445636267.1,40
GF_02491,GCF_052692665.1|WP_445636633.1,40
GF_02492,GCF_052692665.1|WP_445636876.1,52
GF_02493,GCF_052692665.1|WP_445637132.1,55
GF_02494,GCF_052692665.1|WP_445637181.1,85
GF_02495,GCF_052692665.1|WP_445637238.1,88
GF_02496,GCF_052692665.1|WP_445637618.1,78
GF_02497,GCF_052692665.1|WP_445638173.1,47
GF_02498,GCF_052692665.1|WP_445638576.1,41
GF_02499,GCF_052692665.1|WP_445638736.1,59
GF_02500,GCF_900088535.1|WP_043369173.1,117
GF_02501,GCF_900088535.1|WP_087067286.1,91
GF_02502,GCF_900088535.1|WP_087067625.1,117
GF_02503,GCF_900088535.1|WP_087067650.1,93
GF_02504,GCF_900088535.1|WP_087067803.1,88
GF_02505,GCF_900088535.1|WP_087068514.1,57
GF_02506,GCF_900088535.1|WP_087068907.1,147
GF_02507,GCF_900088535.1|WP_225867314.1,42
GF_02508,GCF_900088535.1|WP_225867330.1,119
GF_02509,GCF_900088535.1|WP_225867386.1,87
GF_02510,GCF_900088535.1|WP_225867518.1,141
GF_02511,GCF_900088535.1|WP_225867541.1,94
GF_02512,GCF_900088535.1|WP_225867551.1,87
GF_02513,GCF_904830915.1|WP_367185947.1,102
GF_02514,GCF_904830925.1|WP_072716820.1,72
GF_02515,GCF_904830925.1|WP_072717401.1,72
GF_02516,GCF_904830925.1|WP_072717504.1,58
GF_02517,GCF_904830925.1|WP_072720356.1,65
GF_02518,GCF_904830925.1|WP_072720610.1,60
GF_02519,GCF_904830925.1|WP_072720641.1,55
GF_02520,GCF_904830925.1|WP_254173924.1,93
GF_02521,GCF_947331815.1|WP_267383783.1,42
GF_02522,GCF_947331815.1|WP_267384495.1,141
GF_02523,GCF_963665995.1|WP_319421083.1,58
GF_02524,GCF_963665995.1|WP_319421453.1,63
GF_02525,GCF_963665995.1|WP_319421566.1,140
GF_02526,GCF_963920465.1|WP_214339928.1,64
GF_02527,GCF_963920465.1|WP_322771443.1,90
GF_02528,GCF_963920465.1|WP_322773086.1,58
GF_02529,GCF_963920465.1|WP_322773098.1,82
GF_02530,GCF_963920475.1|WP_094555045.1,84
GF_02531,GCF_963920475.1|WP_197162486.1,117
GF_02532,GCF_963920475.1|WP_197162780.1,61
GF_02533,GCF_963920475.1|WP_197163022.1,64
GF_02534,GCF_963920475.1|WP_197166233.1,91
GF_02535,GCF_963920475.1|WP_197166392.1,90
GF_02536,GCF_963920475.1|WP_322782589.1,42
GF_02537,GCF_963920485.1|WP_197148055.1,66
GF_02538,GCF_963920485.1|WP_322764923.1,147
GF_02539,GCF_963920485.1|WP_322766094.1,47
GF_02540,GCF_963920495.1|WP_197155864.1,80
GF_02541,GCF_963920495.1|WP_197157360.1,142
GF_02542,GCF_963920495.1|WP_197157485.1,147
GF_02543,GCF_963920495.1|WP_322757910.1,74
GF_02544,GCF_963920495.1|WP_322758061.1,42
GF_02545,GCF_963920495.1|WP_416223871.1,51
GF_02546,GCF_963920505.1|WP_006171953.1,244
GF_02547,GCF_963920505.1|WP_006172274.1,143
GF_02548,GCF_963920505.1|WP_006172572.1,147
GF_02549,GCF_963920505.1|WP_050751529.1,65
GF_02550,GCF_963920505.1|WP_322774526.1,73
